Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,FraudFound,ClaimedAmount
Jun,1,Sunday,Mazda,Urban,Jun,1,Female,Married,79,Policy Holder,Sedan - Liability,0,0,14350,15,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,5044
Aug,3,Monday,Pontiac,Urban,Aug,3,Male,Single,30,Policy Holder,Sedan - All Perils,1,1,14351,10,400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,3 to 4,1996,1,0,6877
Jul,5,Saturday,Mazda,Urban,Aug,1,Male,Married,47,Third Party,Sedan - All Perils,1,2,14352,2,400,3,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,1,0,5619
Jun,4,Monday,Pontiac,Urban,Jul,3,Male,Married,46,Policy Holder,Sedan - Collision,1,5,14353,10,400,1,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,4469
Sep,4,Friday,Honda,Urban,Sep,4,Male,Married,35,Policy Holder,Sedan - Liability,0,2,14354,8,700,2,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,7397
Sep,3,Monday,Honda,Urban,Sep,3,Male,Married,51,Policy Holder,Sedan - Liability,0,1,14355,12,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4085
Oct,1,Thursday,Pontiac,Urban,Oct,2,Male,Single,27,Policy Holder,Sedan - Liability,0,2,14356,16,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5176
Sep,1,Friday,Nisson,Rural,Sep,1,Male,Married,28,Policy Holder,Sedan - Liability,0,5,14357,2,400,3,more than 30,more than 30,more than 4,4 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5565
Oct,4,Wednesday,Mazda,Urban,Oct,4,Male,Single,34,Third Party,Sedan - Collision,1,1,14358,6,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,2,0,6092
Dec,4,Wednesday,Toyota,Urban,Dec,4,Female,Married,28,Policy Holder,Sedan - All Perils,1,0,14359,15,400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,1,0,6181
Dec,2,Wednesday,Toyota,Urban,Dec,2,Male,Single,34,Third Party,Sedan - Collision,1,1,14360,5,400,4,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,2,0,5157
Feb,3,Monday,Honda,Urban,Feb,3,Male,Married,37,Policy Holder,Sedan - Liability,0,1,14361,1,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1996,0,0,4103
Sep,1,Friday,Pontiac,Rural,Sep,1,Male,Married,33,Policy Holder,Sedan - Liability,0,2,14362,10,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,4560
Apr,1,Monday,Pontiac,Urban,Apr,1,Male,Married,43,Policy Holder,Sedan - Liability,0,1,14363,12,400,3,more than 30,more than 30,more than 4,5 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,6148
Jun,1,Monday,Toyota,Urban,Jun,1,Male,Single,49,Policy Holder,Sedan - Liability,0,1,14364,15,400,1,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,4573
Aug,2,Friday,Ford,Urban,Aug,3,Male,Married,49,Policy Holder,Utility - All Perils,2,5,14365,6,400,1,more than 30,more than 30,none,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1996,1,0,6201
Aug,2,Saturday,Toyota,Urban,Sep,2,Male,Single,31,Policy Holder,Sedan - All Perils,1,0,14366,11,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,1,0,5082
Sep,1,Saturday,Toyota,Urban,Sep,1,Female,Married,28,Policy Holder,Sedan - Collision,1,1,14367,3,400,2,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,2,1,4975
Sep,2,Friday,Nisson,Urban,Sep,2,Male,Married,40,Policy Holder,Sedan - Collision,1,5,14368,14,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,5017
Oct,2,Tuesday,Pontiac,Urban,Oct,5,Male,Single,34,Third Party,Sedan - Collision,1,1,14369,7,400,4,more than 30,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5358
Oct,1,Wednesday,Toyota,Urban,Oct,3,Male,Married,37,Third Party,Sedan - All Perils,1,0,14370,7,400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,1,0,5714
Dec,2,Monday,Toyota,Rural,Dec,2,Male,Single,28,Policy Holder,Sedan - Collision,1,2,14371,16,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,4658
Nov,1,Monday,Toyota,Urban,Nov,1,Male,Single,69,Policy Holder,Sedan - Liability,0,2,14372,16,400,1,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,0,0,4008
Oct,2,Wednesday,Toyota,Urban,Oct,4,Male,Married,34,Policy Holder,Sedan - All Perils,1,1,14373,13,400,2,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1996,1,0,5894
Aug,3,Thursday,Toyota,Urban,Sep,3,Female,Married,27,Policy Holder,Sedan - Liability,0,1,14374,9,400,2,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,4100
Jul,2,Saturday,Toyota,Urban,Aug,1,Male,Married,29,Policy Holder,Sedan - All Perils,1,0,14375,9,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1996,1,0,5303
Jul,1,Monday,Honda,Urban,Jul,1,Male,Married,36,Policy Holder,Sedan - Collision,1,5,14376,6,400,4,more than 30,more than 30,none,6 years,Yes,No,External,none,no change,1 vehicle,1996,2,0,5845
Jul,1,Saturday,Chevrolet,Urban,Jul,4,Male,Married,53,Policy Holder,Sedan - Collision,1,2,14377,1,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,2,0,6027
May,3,Tuesday,Pontiac,Urban,May,3,Male,Single,35,Policy Holder,Sedan - Collision,1,1,14378,10,400,3,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1996,2,0,7512
May,2,Friday,Pontiac,Urban,Jun,1,Male,Married,41,Policy Holder,Sedan - Liability,0,2,14379,7,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,none,1 year,1 vehicle,1996,0,0,5601
May,1,Saturday,Pontiac,Urban,May,3,Male,Married,63,Third Party,Sedan - All Perils,1,2,14380,12,400,3,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,1,0,6451
Apr,1,Tuesday,Mercury,Urban,Apr,2,Male,Married,26,Policy Holder,Sedan - All Perils,1,0,14381,12,400,2,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1996,1,0,6264
Sep,1,Saturday,Mazda,Urban,Sep,2,Male,Married,40,Policy Holder,Sedan - Collision,1,2,14382,14,400,2,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,1,5359
Mar,3,Sunday,Honda,Urban,Mar,4,Female,Single,34,Policy Holder,Sedan - Collision,1,1,14383,12,500,2,more than 30,more than 30,none,6 years,No,No,External,none,2 to 3 years,1 vehicle,1996,2,0,5333
Feb,1,Wednesday,Toyota,Urban,Feb,2,Male,Married,32,Policy Holder,Sedan - Liability,0,1,14384,12,400,1,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,5692
Oct,4,Tuesday,Pontiac,Urban,Nov,1,Female,Married,31,Policy Holder,Sedan - Collision,1,1,14385,14,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1996,2,0,5902
Sep,4,Tuesday,Accura,Urban,May,4,Male,Married,27,Policy Holder,Sedan - Collision,1,2,14386,14,400,2,more than 30,more than 30,1,7 years,No,No,External,none,4 to 8 years,2 vehicles,1996,2,0,6310
Aug,3,Saturday,Pontiac,Urban,Aug,4,Female,Married,40,Third Party,Sedan - Liability,0,1,14387,14,400,1,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,0,0,4231
Sep,1,Saturday,Toyota,Urban,Sep,3,Female,Married,48,Policy Holder,Sedan - All Perils,1,0,14388,14,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,1,1,5539
May,5,Sunday,Pontiac,Urban,Jun,4,Female,Married,28,Policy Holder,Sedan - Liability,0,1,14389,8,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4597
May,5,Sunday,Honda,Urban,Jul,4,Male,Married,46,Policy Holder,Sedan - Collision,1,1,14390,3,400,3,none,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1996,2,0,5091
Sep,1,Sunday,Mazda,Urban,Sep,1,Male,Single,23,Policy Holder,Sedan - All Perils,1,0,14391,3,400,3,more than 30,more than 30,1,5 years,No,No,External,more than 5,no change,1 vehicle,1996,1,1,7073
May,1,Sunday,Pontiac,Urban,May,1,Male,Single,26,Policy Holder,Sedan - Collision,1,2,14392,5,400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,3 to 4,1996,2,0,5305
Sep,1,Sunday,Pontiac,Urban,Sep,2,Male,Single,28,Policy Holder,Sedan - Collision,1,1,14393,7,400,3,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,2,1,5095
Apr,3,Wednesday,Toyota,Urban,Apr,5,Male,Married,50,Policy Holder,Sedan - Liability,0,3,14394,16,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,none,no change,1 vehicle,1996,0,0,5790
Apr,3,Friday,Honda,Urban,Apr,3,Male,Single,45,Third Party,Sedan - All Perils,1,1,14395,9,400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,6786
Apr,2,Wednesday,Mazda,Urban,Apr,3,Male,Married,43,Policy Holder,Sedan - Collision,1,5,14396,13,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5183
Apr,1,Tuesday,Honda,Urban,May,1,Female,Married,54,Policy Holder,Sedan - Liability,0,1,14397,9,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1996,0,0,3979
Apr,1,Sunday,Mazda,Urban,Apr,1,Male,Married,28,Policy Holder,Sedan - Collision,1,1,14398,4,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1996,2,0,6383
Apr,1,Sunday,Chevrolet,Urban,Jun,2,Male,Married,56,Policy Holder,Utility - Collision,2,5,14399,4,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,2,0,6088
Mar,3,Friday,Honda,Urban,Apr,4,Male,Single,0,Policy Holder,Sedan - All Perils,1,5,14400,16,400,2,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,1996,1,0,7098
Mar,3,Friday,Honda,Urban,Apr,1,Female,Single,32,Third Party,Sedan - All Perils,1,1,14401,7,400,4,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,1,0,7070
Sep,1,Monday,Chevrolet,Urban,Sep,2,Female,Married,31,Third Party,Sedan - Collision,1,1,14402,16,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1996,2,0,5443
Feb,2,Sunday,Pontiac,Urban,Feb,3,Male,Married,40,Policy Holder,Sedan - All Perils,1,0,14403,12,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,1,0,6030
Feb,1,Wednesday,Mercury,Urban,Feb,1,Male,Single,43,Policy Holder,Sedan - Liability,0,1,14404,1,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,5354
Jan,4,Monday,VW,Rural,Jan,4,Male,Married,52,Policy Holder,Sedan - Collision,1,2,14405,15,400,1,more than 30,more than 30,more than 4,more than 7,Yes,No,External,more than 5,no change,1 vehicle,1996,2,0,4323
Sep,1,Monday,Pontiac,Urban,Sep,2,Male,Single,34,Policy Holder,Sedan - Collision,1,2,14406,4,400,3,more than 30,more than 30,more than 4,5 years,No,No,External,more than 5,no change,1 vehicle,1996,2,1,5564
Nov,4,Saturday,Honda,Urban,Nov,4,Male,Married,36,Policy Holder,Sedan - Collision,1,1,14407,7,400,4,more than 30,more than 30,2 to 4,more than 7,Yes,No,External,1 to 2,4 to 8 years,2 vehicles,1996,2,0,4271
Jul,3,Tuesday,Mazda,Urban,Jul,4,Male,Married,29,Policy Holder,Sedan - Collision,1,1,14408,7,400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,5811
Jul,3,Monday,Honda,Urban,Jul,3,Male,Married,74,Third Party,Sedan - All Perils,1,5,14409,12,400,1,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1996,1,0,5554
Sep,1,Monday,Ford,Urban,Sep,1,Male,Married,60,Policy Holder,Sedan - Liability,0,2,14410,6,400,4,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,0,0,4490
Jan,1,Monday,Toyota,Urban,Jan,1,Male,Married,30,Policy Holder,Sedan - Liability,0,2,14411,2,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5883
Oct,4,Tuesday,Honda,Urban,Oct,4,Male,Single,29,Third Party,Sport - Collision,0,5,14412,12,400,2,more than 30,more than 30,none,3 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,6083
Sep,1,Monday,Mazda,Urban,Sep,2,Male,Single,31,Third Party,Sport - Collision,0,5,14413,6,400,1,more than 30,more than 30,none,6 years,Yes,No,External,none,no change,1 vehicle,1996,2,0,6660
Jul,4,Monday,Toyota,Urban,Jul,4,Male,Single,34,Policy Holder,Sedan - Collision,1,1,14414,11,400,2,more than 30,more than 30,none,6 years,No,No,External,3 to 5,no change,1 vehicle,1996,2,0,5735
Jul,4,Saturday,Pontiac,Urban,Aug,1,Male,Married,36,Policy Holder,Sedan - Liability,0,1,14415,16,400,4,more than 30,more than 30,none,5 years,Yes,No,External,more than 5,no change,1 vehicle,1996,0,0,4968
Sep,1,Tuesday,Toyota,Urban,Dec,3,Male,Single,28,Policy Holder,Sedan - All Perils,1,1,14416,13,400,2,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,1996,1,1,6584
Jun,4,Sunday,Pontiac,Rural,Jul,2,Male,Married,44,Policy Holder,Sedan - Liability,0,1,14417,5,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,0,0,4893
Jun,4,Sunday,Pontiac,Urban,Jun,4,Male,Married,45,Policy Holder,Sedan - Collision,1,2,14418,16,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,7607
Jun,3,Wednesday,Pontiac,Urban,Jun,3,Male,Married,61,Policy Holder,Sedan - All Perils,1,2,14419,9,400,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,1,0,6312
Jun,3,Thursday,Pontiac,Urban,Jul,2,Male,Married,45,Third Party,Sedan - Collision,1,5,14420,1,400,3,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,7184
Sep,1,Tuesday,Honda,Urban,Sep,1,Male,Married,52,Third Party,Sport - Collision,0,5,14421,13,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,2,0,5239
Jan,3,Friday,Ford,Urban,Mar,3,Male,Married,43,Policy Holder,Utility - All Perils,2,5,14422,15,400,1,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1996,1,0,6027
Jan,2,Friday,Mazda,Rural,Jan,3,Female,Married,55,Policy Holder,Sedan - Collision,1,0,14423,11,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,7718
Nov,2,Friday,Toyota,Urban,Nov,3,Male,Married,46,Policy Holder,Sedan - Liability,0,1,14424,7,400,2,more than 30,more than 30,none,more than 7,No,No,Internal,1 to 2,no change,1 vehicle,1996,0,0,4613
Oct,5,Sunday,Chevrolet,Rural,Dec,2,Male,Married,53,Policy Holder,Sedan - Collision,1,2,14425,11,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1996,2,0,6239
Oct,5,Friday,Toyota,Urban,Nov,2,Male,Single,31,Policy Holder,Sedan - All Perils,1,1,14426,16,400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1996,1,0,5052
Oct,3,Wednesday,Honda,Urban,Oct,3,Female,Married,44,Policy Holder,Sedan - Liability,0,1,14427,15,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4517
Oct,3,Friday,Pontiac,Urban,Oct,3,Male,Married,65,Policy Holder,Utility - All Perils,2,3,14428,2,400,1,more than 30,more than 30,1,more than 7,No,No,External,more than 5,4 to 8 years,2 vehicles,1996,1,0,8409
Jun,3,Thursday,Accura,Urban,Jun,3,Male,Married,58,Policy Holder,Sedan - All Perils,1,5,14429,8,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,5533
May,3,Tuesday,Mazda,Urban,May,3,Male,Married,33,Policy Holder,Sedan - Liability,0,1,14430,4,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4293
May,3,Monday,Pontiac,Urban,May,3,Female,Married,41,Third Party,Sedan - All Perils,1,0,14431,4,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,1,0,5027
May,3,Sunday,Honda,Urban,May,3,Male,Single,0,Policy Holder,Sedan - All Perils,1,5,14432,6,400,1,more than 30,more than 30,none,new,No,No,External,none,no change,1 vehicle,1996,1,0,5609
May,2,Sunday,Chevrolet,Urban,May,2,Male,Married,27,Third Party,Sedan - All Perils,1,5,14433,9,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,3 to 4,1996,1,0,6107
May,2,Saturday,Saturn,Urban,May,2,Male,Single,36,Policy Holder,Sedan - Collision,1,3,14434,12,500,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,2 to 3 years,1 vehicle,1996,2,0,6071
Sep,2,Thursday,Toyota,Urban,Sep,3,Male,Married,29,Policy Holder,Sedan - Collision,1,2,14435,16,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1996,2,1,5899
Oct,1,Sunday,Honda,Urban,Oct,1,Male,Single,30,Policy Holder,Sedan - Collision,1,1,14436,16,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5826
Aug,4,Thursday,Mazda,Urban,Aug,4,Male,Married,51,Policy Holder,Sedan - Collision,1,1,14437,5,400,3,more than 30,more than 30,more than 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5820
Aug,2,Wednesday,Chevrolet,Rural,Aug,3,Male,Married,40,Policy Holder,Sedan - Collision,1,3,14438,4,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,4954
Feb,3,Sunday,Pontiac,Urban,Feb,4,Male,Married,35,Policy Holder,Sedan - Liability,0,1,14439,7,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5784
Sep,2,Thursday,Ford,Urban,Sep,4,Male,Single,34,Third Party,Sedan - All Perils,1,0,14440,3,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1996,1,0,6299
Apr,2,Friday,Pontiac,Urban,Apr,5,Male,Single,21,Policy Holder,Sedan - Collision,1,1,14441,8,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,more than 5,no change,1 vehicle,1996,2,0,5138
Apr,2,Monday,Accura,Urban,Apr,2,Male,Married,47,Policy Holder,Sedan - All Perils,1,5,14442,4,400,3,more than 30,more than 30,1,more than 7,Yes,No,External,more than 5,no change,1 vehicle,1996,1,0,5808
Apr,2,Wednesday,Honda,Urban,Apr,2,Male,Married,55,Third Party,Sedan - Collision,1,1,14443,11,400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1996,2,0,7262
Jul,3,Thursday,Honda,Urban,Jul,3,Male,Married,51,Policy Holder,Sedan - Liability,0,1,14444,14,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1996,0,0,4245
Aug,1,Wednesday,Toyota,Urban,Aug,1,Male,Single,34,Third Party,Sedan - Collision,1,1,14445,13,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,4754
Oct,3,Sunday,Honda,Urban,Oct,3,Male,Married,29,Policy Holder,Sedan - Liability,0,1,14446,3,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5951
Nov,3,Saturday,Pontiac,Urban,Nov,4,Male,Single,26,Third Party,Sedan - Liability,0,1,14447,7,400,3,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1996,0,0,4190
Nov,3,Friday,Chevrolet,Urban,Nov,4,Female,Married,42,Policy Holder,Sedan - All Perils,1,5,14448,10,400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1996,1,0,6338
Dec,3,Thursday,Pontiac,Urban,Jan,3,Male,Married,26,Policy Holder,Sedan - Collision,1,1,14449,15,400,3,more than 30,more than 30,1,6 years,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,2,0,5626
Mar,3,Tuesday,Pontiac,Urban,Mar,3,Male,Married,58,Policy Holder,Sedan - Liability,0,1,14450,2,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1996,0,0,4634
Mar,3,Sunday,Pontiac,Urban,Mar,4,Male,Married,29,Policy Holder,Sedan - Collision,1,1,14451,9,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,5940
Mar,4,Tuesday,Pontiac,Urban,Mar,4,Male,Single,28,Policy Holder,Sedan - Collision,1,2,14452,15,400,1,more than 30,more than 30,1,7 years,No,No,External,none,no change,1 vehicle,1996,2,0,4495
Apr,3,Wednesday,Toyota,Urban,Apr,4,Female,Widow,39,Policy Holder,Sedan - Liability,0,0,14453,12,400,2,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,4104
Jul,2,Thursday,Chevrolet,Urban,Jul,3,Male,Married,40,Third Party,Sedan - Liability,0,3,14454,13,400,1,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1996,0,0,5703
